no_of_samples,enb_rssi,ue_rssi,enb_rsrp,ue_rsrp,enb_pwr,ue_pwr
,-48,-54,-72,-69,-23.0942,-20.61269
,-48,-54,-72,-69,-23.1341,-20.572669
,-49,-54,-72,-69,-23.1199,-20.591569
,-51,-54,-73,-69,-23.1778,-20.58569
,-50,-54,-74,-69,-23.2423,-20.541569
,-50,-54,-74,-69,-23.1192,-20.578169
,-49,-54,-73,-69,-23.4181,-20.568669
,-48,-55,-72,-69,-23.3923,-20.515169
,-48,-54,-72,-69,-23.328,-20.530969
,-48,-54,-71,-69,-23.0118,-20.562269
,-48,-54,-71,-69,-22.4526,-20.545169
,-50,-55,-72,-69,-22.7611,-20.503469
,-52,-54,-74,-69,-23.0569,-20.709569
,-49,-54,-75,-69,-22.805,-20.578369
,-48,-54,-74,-69,-22.7684,-20.619669
,-48,-54,-71,-69,-22.7235,-20.586369
,-48,-54,-71,-69,-22.7699,-20.569569
,-48,-54,-71,-69,-22.7444,-20.527769
,-49,-54,-71,-69,-22.7751,-20.608869
,-50,-54,-73,-69,-22.8301,-20.583769
,-52,-54,-74,-69,-22.7513,-20.578469
,-49,-54,-74,-69,-22.7339,-20.577169
,-48,-54,-74,-69,-22.7157,-20.554169
,-48,-54,-71,-69,-22.7348,-20.532669
,-48,-54,-71,-69,-22.5795,-20.64269
,-48,-54,-71,-69,-22.4326,-20.569169
,-48,-54,-71,-69,-22.4537,-20.542869
,-50,-54,-72,-69,-22.454,-20.577969
,-51,-54,-73,-69,-22.5107,-20.574669
,-49,-54,-75,-69,-22.5195,-20.554569
,-48,-54,-72,-69,-22.5419,-20.577669
,-48,-54,-71,-69,-22.5106,-20.600169
,-47,-54,-71,-69,-22.4985,-20.596469
,-48,-54,-71,-69,-22.4387,-20.600769
,-48,-54,-71,-69,-22.4808,-20.578969
,-50,-54,-72,-69,-22.6453,-20.584669
,-50,-54,-74,-69,-22.7102,-20.573669
,-49,-54,-74,-69,-22.5989,-20.576769
,-48,-54,-72,-69,-22.5255,-20.528769
,-48,-54,-72,-69,-22.7349,-20.623469
,-48,-54,-71,-69,-22.6147,-20.573269
,-48,-54,-70,-69,-22.3755,-20.539969
,-48,-55,-71,-69,-22.4867,-20.518769
,-50,-54,-72,-69,-22.3395,-20.579769
,-51,-54,-73,-69,-22.5057,-20.534369
,-49,-54,-75,-69,-22.5154,-20.554269
,-48,-54,-75,-69,-22.5267,-20.590169
,-48,-54,-71,-69,-22.498,-20.554569
,-47,-54,-70,-69,-22.354,-20.536469
,-48,-55,-71,-69,-22.4091,-20.513969
,-48,-54,-71,-69,-22.5452,-20.522569
,-50,-55,-72,-69,-22.666,-20.481969
,-50,-54,-73,-69,-22.6008,-20.523369
,-49,-54,-74,-69,-22.7018,-20.526969
,-49,-54,-74,-69,-22.7767,-20.56369
,-48,-54,-72,-69,-22.7577,-20.595669
,-47,-54,-71,-69,-22.7954,-20.612569
,-48,-54,-71,-69,-22.7709,-20.605969
,-48,-54,-71,-69,-22.72,-20.617269
,-50,-54,-72,-69,-22.7158,-20.597269
,-51,-54,-73,-69,-22.6986,-20.600969
,-49,-54,-75,-69,-22.7214,-20.591369
,-48,-54,-69,-69,-22.661,-20.56969
,-48,-54,-71,-69,-22.6817,-20.57269
,-48,-54,-72,-69,-22.8379,-20.5869
,-48,-54,-71,-69,-22.7106,-20.641769
,-48,-54,-71,-69,-22.7165,-20.660469
,-49,-54,-71,-69,-22.6579,-20.638169
,-50,-54,-71,-69,-22.7268,-20.621169
,-49,-54,-75,-69,-22.6796,-20.601969
,-49,-54,-72,-69,-22.8599,-20.623569
,-48,-54,-72,-69,-23.0342,-20.575869
,-48,-54,-71,-69,-22.9651,-20.602769
,-48,-54,-71,-69,-22.886,-20.584669
,-48,-54,-71,-69,-22.6622,-20.610869
,-50,-54,-72,-69,-22.6664,-20.692369
,-49,-54,-72,-69,-21.8888,-22.027869
,-47,-54,-72,-69,-23.0658,-20.629569
,-48,-54,-76,-69,-23.0646,-20.587269
,-48,-54,-72,-69,-22.9846,-20.619569
,-49,-54,-73,-69,-24.1061,-20.601569
,-47,-55,-70,-70,-21.9133,-20.08847
,-48,-55,-70,-70,-21.9824,-20.03637
,-50,-55,-72,-70,-21.9566,-19.83777
,-53,-55,-74,-69,-22.7294,-20.214369
,-50,-55,-78,-70,-23.9968,-20.09967
,-48,-55,-72,-70,-22.899,-19.98847
,-48,-55,-71,-70,-22.7368,-19.66957
,-48,-55,-71,-70,-22.6873,-19.70297
,-48,-55,-71,-70,-22.7065,-19.6527
,-49,-55,-72,-70,-22.6565,-19.65867
,-52,-55,-73,-70,-22.6877,-19.68867
,-49,-55,-74,-70,-22.713,-19.69287
,-48,-55,-72,-70,-22.6374,-19.67267
,-48,-55,-71,-70,-22.6601,-19.72297
,-48,-55,-71,-70,-22.6485,-19.69997
,-48,-55,-71,-70,-22.5598,-19.73397
,-48,-55,-71,-70,-22.5369,-19.74867
,-50,-55,-72,-70,-22.5378,-19.73447
,-51,-55,-73,-70,-22.5658,-19.72937
,-49,-55,-75,-70,-22.6022,-19.72257
,-49,-55,-76,-70,-22.6842,-19.72237
,-48,-55,-75,-70,-23.015,-19.27877
,-48,-55,-71,-70,-22.6374,-19.69557
,-48,-55,-71,-70,-22.5554,-19.71077
,-48,-55,-71,-70,-22.6157,-19.70737
,-51,-55,-73,-70,-22.6441,-19.70067
,-50,-55,-72,-70,-22.6601,-19.69757
,-49,-55,-74,-70,-22.699,-19.6957
,-48,-55,-72,-70,-22.6923,-19.66397
,-48,-55,-71,-70,-22.5946,-19.7087
,-48,-55,-71,-70,-22.3883,-19.70087
,-48,-55,-71,-70,-22.6569,-19.63957
,-49,-55,-72,-70,-22.704,-19.6657
,-50,-55,-73,-70,-22.752,-19.62997
,-50,-55,-74,-70,-22.7749,-19.63157
,-47,-55,-73,-70,-22.6733,-19.65427
,-48,-55,-72,-70,-22.7074,-19.64177
,-48,-55,-71,-70,-22.5515,-19.60327
,-47,-55,-71,-70,-22.3866,-19.62677
,-48,-55,-71,-70,-22.4246,-19.63797
,-50,-55,-72,-70,-22.4033,-19.64747
,-51,-55,-73,-70,-22.3918,-19.66637
,-48,-55,-74,-70,-22.3123,-19.70647
,-48,-55,-74,-70,-22.3546,-19.68427
,-47,-55,-71,-70,-22.4049,-19.69597
,-47,-55,-71,-70,-22.336,-19.62117
,-48,-55,-71,-70,-22.3326,-19.64947
,-48,-55,-71,-70,-22.4802,-19.65027
,-50,-55,-73,-70,-22.6599,-19.57557
,-51,-55,-73,-70,-22.61,-19.60247
,-49,-55,-73,-70,-22.2542,-19.54637
,-48,-55,-74,-70,-22.6764,-19.59627
,-48,-55,-76,-70,-22.6843,-19.59267
,-47,-55,-71,-70,-22.3664,-19.57657
,-48,-55,-71,-70,-22.4804,-19.6117
,-48,-55,-71,-70,-22.3817,-19.65497
,-50,-55,-73,-70,-22.3723,-19.66497
,-52,-55,-74,-70,-22.3495,-19.67117
,-52,-55,-76,-70,-22.3279,-19.6517
,-48,-55,-71,-70,-22.3295,-19.65967
,-47,-55,-71,-70,-22.3088,-19.64547
,-47,-55,-70,-70,-22.2865,-19.7947
,-48,-55,-71,-70,-22.2348,-19.68257
,-49,-55,-72,-70,-22.3622,-19.59147
,-51,-55,-73,-70,-22.3747,-19.63557
,-49,-55,-74,-70,-22.251,-19.54187
,-48,-55,-75,-70,-22.4426,-19.63227
,-48,-55,-72,-70,-22.498,-19.67217
,-47,-55,-71,-70,-22.4987,-19.67137
,-48,-55,-71,-70,-22.5102,-19.68117
,-48,-55,-71,-70,-22.4838,-19.67467
,-50,-55,-72,-70,-22.5014,-19.63267
,-52,-55,-74,-70,-22.6648,-19.64657
,-49,-55,-75,-70,-22.658,-19.58947
,-48,-55,-75,-70,-22.4759,-19.6177
,-48,-55,-71,-70,-22.5128,-19.67117
,-48,-55,-71,-70,-22.864,-19.6477
,-48,-55,-71,-70,-22.8434,-19.63257
,-49,-55,-71,-70,-22.6555,-19.61057
,-49,-55,-72,-70,-22.5591,-19.6597
,-51,-55,-73,-70,-22.4793,-19.65537
,-49,-55,-74,-70,-22.6065,-19.61797
,-48,-55,-73,-70,-22.3076,-19.66077
,-47,-55,-71,-70,-22.2859,-19.51527
,-47,-55,-70,-70,-22.0619,-19.58497
,-48,-55,-71,-70,-22.2988,-19.54227
,-49,-55,-72,-70,-22.3326,-19.58067
,-50,-55,-73,-70,-22.3966,-19.63457
,-49,-55,-74,-70,-22.3866,-19.62157
,-48,-55,-75,-70,-22.39,-19.62547
,-48,-55,-72,-70,-22.402,-19.65477
,-46,-55,-70,-70,-22.4041,-19.6477
,-48,-55,-71,-70,-22.3937,-19.64557
,-48,-55,-71,-70,-22.3498,-19.6867
,-49,-55,-72,-70,-22.3507,-19.66537
,-50,-55,-73,-70,-22.3115,-19.65867
,-49,-55,-73,-70,-21.9079,-19.55087
,-47,-55,-71,-70,-22.1833,-19.56547
,-48,-55,-72,-70,-22.2092,-19.57827
,-47,-55,-71,-70,-22.4708,-19.59857
,-48,-55,-71,-70,-22.5744,-19.62277
,-48,-55,-72,-70,-22.6345,-19.67367
,-50,-55,-73,-70,-22.7269,-19.7037
,-52,-55,-74,-70,-22.6597,-19.71377
,-49,-55,-75,-70,-22.6123,-19.72067
,-48,-55,-74,-70,-22.5475,-19.70197
,-48,-55,-71,-70,-22.5879,-19.71137
,-48,-55,-71,-70,-22.5777,-19.7057
,-48,-55,-71,-70,-22.5814,-19.69767
,-49,-55,-71,-70,-22.5704,-19.7197
,-50,-55,-72,-70,-22.5955,-19.68827
,-51,-55,-73,-70,-22.5762,-19.68387
,-49,-55,-75,-70,-22.5822,-19.72687
,-48,-55,-76,-70,-22.5846,-19.69827
,-48,-55,-71,-70,-22.5744,-20.44147
,-48,-55,-71,-70,-22.5304,-19.70187
,-48,-55,-71,-70,-22.5338,-19.69457
,-48,-55,-72,-70,-22.5583,-19.69597
,-51,-55,-73,-70,-22.6358,-19.6957
,-49,-55,-74,-70,-22.2859,-19.68017
,-48,-55,-74,-70,-21.9074,-19.62147
,-47,-55,-71,-70,-21.963,-19.65887
,-47,-55,-70,-70,-22.1475,-19.68177
,-47,-55,-70,-70,-22.1435,-19.73217
,-48,-55,-71,-70,-22.2442,-19.72617
,-49,-55,-71,-70,-22.1653,-19.73477
,-50,-55,-72,-70,-22.1635,-19.73027
,-49,-55,-74,-70,-22.1479,-19.71367
,-48,-55,-76,-70,-22.1752,-19.71157
,-47,-55,-70,-70,-21.6735,-19.7097
,-47,-55,-71,-70,-22.2512,-19.68857
,-47,-55,-70,-70,-22.0954,-19.67137
,-48,-55,-70,-70,-21.9989,-19.65027
,-50,-55,-72,-70,-22.3243,-19.67587
,-51,-55,-73,-70,-22.116,-19.68147
,-52,-55,-74,-70,-22.0075,-19.64527
,-48,-55,-72,-70,-22.3909,-19.69847
,-47,-55,-71,-70,-22.35,-19.6797
,-47,-55,-71,-70,-22.3031,-19.6827
,-48,-55,-71,-70,-22.4055,-19.68277
,-48,-55,-71,-70,-22.4205,-19.71177
,-49,-55,-72,-70,-22.4579,-19.69967
,-51,-55,-73,-70,-22.4551,-19.71037
,-49,-55,-74,-70,-22.4196,-19.71597
,-48,-55,-75,-70,-22.4037,-19.68637
,-48,-55,-71,-70,-22.4257,-19.65917
,-48,-55,-71,-70,-22.4819,-19.62037
,-48,-55,-71,-70,-22.5298,-19.59067
,-49,-55,-71,-70,-22.4839,-19.57077
,-51,-55,-73,-70,-22.6532,-19.61467
,-52,-55,-74,-70,-22.471,-19.84637
,-49,-55,-74,-70,-22.3994,-19.57887
,-51,-55,-71,-70,-22.3342,-19.70447
,-47,-55,-71,-70,-22.2827,-19.69147
,-47,-55,-70,-70,-22.2282,-19.697
,-48,-55,-70,-70,-22.2162,-19.69587
,-48,-55,-71,-70,-22.2588,-19.69457
,-50,-55,-72,-70,-22.2868,-19.70257
,-47,-55,-71,-70,-22.2341,-19.69697
,-48,-55,-74,-70,-22.1424,-19.65547
,-48,-55,-73,-70,-22.1147,-19.65237
,-47,-55,-71,-70,-22.1502,-19.61897
,-47,-55,-71,-70,-22.1478,-19.65177
,-48,-55,-71,-70,-22.1468,-19.62947
,-51,-55,-73,-70,-22.1297,-19.65727
,-51,-55,-73,-70,-22.1036,-19.63827
,-49,-55,-74,-70,-22.1418,-19.63997
,-49,-55,-75,-70,-22.224,-19.65017
,-47,-55,-73,-70,-22.2499,-19.65567
,-47,-55,-71,-70,-22.2295,-19.6617
,-48,-55,-71,-70,-22.3025,-19.66497
,-48,-55,-71,-70,-22.4952,-19.71147
,-51,-55,-72,-70,-22.4418,-19.70327
,-52,-55,-73,-70,-22.462,-19.69277
,-49,-55,-74,-70,-22.3937,-19.61177
,-48,-55,-72,-70,-22.3035,-19.76167
,-48,-55,-71,-70,-22.496,-19.66447
,-48,-55,-71,-70,-22.4552,-19.6797
,-48,-55,-71,-70,-22.5302,-19.64487
,-48,-55,-72,-70,-22.4997,-19.68077
,-50,-55,-73,-70,-22.6725,-19.68687
,-50,-55,-74,-70,-22.5486,-19.62977
,-49,-55,-75,-70,-22.1277,-19.697
,-48,-55,-76,-70,-22.1849,-20.08547
,-48,-55,-73,-70,-23.8231,-20.42287
,-49,-55,-73,-70,-24.0299,-19.93337
,-50,-55,-74,-69,-24.1368,-20.16569
,-49,-55,-72,-70,-23.0066,-19.52367
,-53,-56,-75,-72,-24.667,-18.719172
,-54,-56,-76,-71,-23.9,-18.796871
,-49,-56,-75,-71,-23.2506,-19.013871
,-49,-56,-72,-71,-23.2256,-18.968471
,-48,-56,-71,-71,-23.1995,-18.912271
,-49,-56,-72,-71,-23.4278,-19.240671
,-49,-57,-73,-72,-23.6333,-17.874472
,-50,-56,-71,-72,-22.608,-18.587272
,-51,-57,-74,-72,-23.8153,-18.406872
,-51,-57,-76,-72,-23.8761,-18.277572
,-50,-56,-76,-72,-23.7814,-18.121772
,-49,-56,-73,-71,-23.924,-19.067271
,-48,-55,-71,-69,-23.0744,-20.135869
,-49,-55,-73,-70,-24.0484,-19.82377
,-50,-55,-73,-70,-24.1964,-19.92437
,-51,-55,-74,-70,-24.2314,-20.03717
,-53,-55,-75,-70,-24.2474,-20.00047
,-51,-55,-76,-70,-24.2521,-19.99787
,-50,-55,-75,-70,-24.2405,-19.9917
,-49,-55,-73,-70,-24.2798,-20.00227
,-49,-55,-73,-70,-24.2099,-20.00887
,-52,-55,-73,-70,-24.1681,-20.00057
,-50,-55,-74,-70,-24.3428,-19.97627
,-51,-55,-78,-70,-24.8531,-20.11027
,-52,-55,-76,-70,-24.9663,-20.05017
,-53,-55,-73,-70,-24.9476,-20.05167
,-50,-55,-73,-70,-24.9628,-20.05747
,-50,-55,-73,-70,-24.9494,-20.0327
,-50,-55,-74,-70,-24.9096,-20.0047
,-50,-55,-74,-70,-24.8053,-19.97447
,-46,-55,-72,-70,-24.8021,-19.96417
,-50,-55,-73,-70,-24.8138,-19.94667
,-52,-55,-75,-70,-24.8527,-19.88847
,-53,-55,-74,-70,-24.7675,-19.83117
,-52,-55,-73,-70,-24.5797,-19.91277
,-50,-55,-73,-70,-24.7201,-19.91547
,-50,-55,-73,-70,-24.6971,-19.91697
,-50,-55,-74,-70,-24.6238,-19.95037
,-50,-55,-76,-70,-24.6093,-19.94047
,-51,-55,-75,-70,-24.5644,-19.86967
,-52,-55,-73,-69,-24.8477,-20.234269
,-54,-55,-73,-70,-24.9126,-20.07717
,-50,-55,-73,-70,-24.7941,-20.06247
,-50,-55,-72,-70,-24.5325,-20.1627
,-48,-55,-72,-70,-22.8686,-20.0057
,-47,-55,-70,-69,-21.2317,-20.644169
,-49,-54,-72,-69,-21.9801,-20.620569
,-50,-55,-78,-70,-23.6299,-19.89657
,-52,-55,-77,-70,-24.2018,-19.97917
,-53,-56,-74,-70,-24.8704,-19.3747
,-50,-55,-74,-70,-24.7802,-19.47817
,-50,-56,-74,-70,-24.6661,-19.45077
,-50,-56,-74,-70,-24.5653,-19.44077
,-50,-56,-75,-70,-24.5113,-19.46417
,-51,-56,-77,-70,-24.5138,-19.47167
,-51,-56,-80,-70,-24.4633,-19.43937
,-52,-56,-78,-70,-24.4527,-19.41597
,-52,-56,-73,-70,-24.442,-19.43247
,-49,-56,-73,-71,-24.4828,-19.419871
,-50,-56,-73,-71,-24.4804,-19.427871
,-50,-56,-74,-71,-24.4537,-19.402371
,-51,-56,-76,-71,-24.7416,-19.300571
,-51,-56,-78,-71,-24.6912,-18.822871
,-52,-56,-76,-71,-25.0405,-18.987271
,-52,-56,-72,-71,-24.5154,-19.329171
,-50,-56,-71,-71,-24.3533,-19.424471
,-50,-55,-74,-70,-25.1149,-19.50747
,-50,-55,-74,-70,-25.0885,-19.62987
,-50,-55,-75,-70,-24.7884,-19.56087
,-51,-55,-76,-70,-24.6842,-19.54057
,-51,-56,-78,-70,-24.3152,-19.45747
,-52,-56,-76,-71,-24.3256,-19.384571
,-51,-56,-72,-70,-24.2239,-19.43987
,-49,-56,-73,-70,-24.3367,-19.46857
,-49,-55,-73,-70,-24.2229,-19.49677
,-50,-55,-74,-70,-24.3032,-19.52547
,-50,-55,-75,-70,-24.1901,-19.52857
,-50,-55,-76,-70,-24.1226,-19.48317
,-51,-55,-79,-70,-24.0772,-19.4797
,-52,-55,-76,-70,-24.0698,-19.50257
,-49,-55,-73,-70,-24.2931,-19.50377
,-52,-55,-73,-70,-24.2688,-19.59157
,-49,-55,-73,-70,-24.2355,-19.60317
,-48,-55,-74,-70,-24.2664,-19.52847
,-50,-55,-75,-70,-24.249,-19.58527
,-50,-55,-77,-70,-24.1367,-19.49997
,-52,-55,-81,-70,-24.4218,-19.47677
,-54,-56,-79,-71,-25.289,-19.17571
,-56,-56,-74,-71,-25.5527,-19.211271
,-51,-56,-75,-71,-25.9329,-18.744371
,-49,-56,-75,-71,-25.4045,-19.13671
,-51,-56,-76,-71,-25.6323,-19.247271
,-52,-56,-77,-71,-25.4381,-19.173271
,-52,-56,-78,-71,-25.419,-19.096771
,-52,-56,-77,-71,-25.4048,-19.048171
,-53,-56,-74,-71,-25.9693,-19.000271
,-51,-56,-74,-71,-25.6779,-18.746471
,-51,-56,-74,-71,-25.9353,-18.920971
,-52,-56,-76,-71,-26.3658,-18.886571
,-52,-56,-77,-71,-26.4706,-18.953771
,-52,-56,-78,-71,-25.9384,-18.992471
,-52,-56,-80,-71,-25.9562,-18.968671
,-54,-56,-78,-71,-25.9279,-18.938371
,-54,-56,-75,-71,-25.9536,-18.804171
,-50,-56,-74,-71,-25.3086,-18.880871
,-50,-56,-73,-71,-25.1995,-18.913871
,-51,-56,-75,-71,-25.5122,-18.922371
,-52,-56,-77,-71,-26.1894,-18.878371
,-52,-56,-79,-71,-26.089,-18.819171
,-54,-56,-81,-71,-26.059,-18.846771
,-53,-56,-78,-71,-25.2155,-18.916971
,-50,-55,-72,-70,-23.9886,-19.40657
,-49,-56,-71,-71,-24.0404,-19.259871
,-49,-55,-73,-70,-24.2658,-19.57717
,-50,-56,-74,-70,-24.5433,-19.47927
,-50,-55,-75,-70,-24.263,-19.48087
,-50,-55,-77,-70,-24.149,-19.53127
,-51,-55,-75,-70,-24.0918,-19.55047
,-52,-55,-73,-70,-24.0764,-19.54537
,-50,-55,-73,-70,-24.1175,-19.55217
,-49,-55,-73,-70,-24.4402,-19.0947
,-49,-55,-73,-70,-23.8814,-19.62597
,-49,-55,-74,-70,-23.85,-19.63797
,-50,-55,-75,-70,-23.7614,-19.76697
,-50,-55,-77,-70,-23.8077,-19.91197
,-51,-55,-80,-70,-23.6404,-19.82087
,-51,-55,-77,-70,-23.8395,-19.49767
,-49,-55,-73,-70,-23.9248,-19.75157
,-49,-55,-73,-70,-24.1649,-19.66697
,-50,-55,-74,-70,-24.6967,-19.59597
,-50,-55,-75,-70,-23.9635,-19.83157
,-50,-56,-75,-71,-23.7667,-18.771671
,-50,-56,-76,-71,-23.0287,-18.792971
,-50,-56,-74,-71,-22.6457,-19.026671
,-49,-56,-70,-71,-22.1426,-19.239171
,-47,-56,-69,-71,-22.0111,-19.3471
,-47,-56,-70,-71,-22.023,-19.409671
,-47,-56,-71,-71,-21.944,-19.421871
,-48,-56,-72,-70,-21.888,-19.42587
,-48,-56,-74,-70,-21.9097,-19.46937
,-49,-55,-77,-70,-22.2153,-19.4457
,-50,-56,-74,-70,-22.1534,-19.39117
,-49,-56,-70,-70,-21.9778,-19.45917
,-47,-56,-71,-71,-22.2507,-19.40971
,-47,-56,-71,-70,-22.1246,-19.4257
,-47,-56,-72,-70,-22.0337,-19.45677
,-43,-55,-69,-70,-21.9472,-19.487
,-44,-55,-68,-70,-22.1736,-19.46647
,-49,-55,-71,-70,-22.0104,-19.48977
,-49,-55,-71,-70,-22.0196,-19.55367
,-47,-55,-71,-70,-21.9981,-19.53497
,-47,-55,-71,-70,-22.2361,-19.51847
,-47,-55,-71,-70,-21.9825,-19.55177
,-47,-55,-72,-70,-22.0041,-19.52227
,-48,-55,-73,-70,-22.0752,-19.54627
,-49,-55,-75,-70,-22.1486,-19.46457
,-49,-55,-73,-70,-21.9921,-19.46567
,-49,-55,-70,-70,-21.9208,-19.47567
,-49,-56,-70,-70,-21.9861,-19.42167
,-47,-56,-70,-71,-21.9575,-19.403671
,-47,-56,-71,-70,-21.8843,-19.45467
,-48,-55,-72,-70,-21.8941,-19.45637
,-49,-56,-74,-71,-22.0467,-19.38971
,-49,-56,-76,-71,-21.97,-19.427271
,-50,-55,-74,-70,-21.9362,-19.44077
,-48,-56,-70,-71,-22.0099,-19.419771
,-47,-56,-70,-71,-22.0261,-19.3971
,-47,-56,-71,-70,-22.0328,-19.43827
,-47,-56,-71,-70,-22.0439,-19.42477
,-48,-56,-73,-71,-22.1664,-19.370571
,-48,-56,-74,-71,-22.0473,-19.408971
,-49,-56,-77,-71,-22.0201,-19.39571
,-50,-56,-74,-71,-22.1442,-19.384871
,-50,-56,-70,-71,-22.0474,-19.433271
,-48,-56,-71,-70,-22.3775,-19.43227
,-47,-56,-71,-71,-22.3307,-19.385771
,-47,-56,-72,-71,-22.2971,-19.38171
,-48,-56,-73,-71,-22.1279,-17.240471
,-49,-56,-75,-71,-22.1788,-19.408171
,-49,-56,-79,-71,-22.1959,-19.387371
,-50,-56,-76,-71,-22.1378,-19.400171
,-48,-56,-70,-71,-22.1099,-19.381371
,-47,-56,-71,-71,-22.2326,-19.353471
,-47,-56,-71,-71,-22.086,-19.362771
,-47,-56,-72,-71,-22.0698,-19.370671
,-49,-56,-74,-71,-22.304,-19.367271
,-49,-56,-75,-71,-22.3584,-19.306571
,-49,-56,-73,-71,-22.2018,-19.364371
,-51,-56,-71,-71,-22.27,-19.405971
,-48,-56,-70,-71,-22.212,-19.425271
,-47,-55,-71,-70,-22.3195,-19.46277
,-47,-56,-71,-71,-22.1388,-20.126871
,-48,-56,-73,-71,-22.4483,-19.33271
,-50,-56,-74,-71,-22.4986,-19.185571
,-49,-56,-77,-71,-22.2125,-19.332371
,-50,-56,-75,-71,-22.5705,-19.317271
,-46,-56,-68,-71,-22.494,-19.206571
,-48,-56,-68,-71,-22.4149,-19.34771
,-47,-56,-72,-71,-22.4501,-19.345871
,-48,-56,-72,-71,-22.3377,-19.333671
,-48,-56,-73,-71,-22.4594,-19.271671
,-46,-56,-75,-71,-22.394,-19.305171
,-49,-56,-78,-71,-22.6647,-19.307971
,-50,-56,-75,-71,-22.5001,-19.28271
,-48,-56,-73,-71,-22.0065,-19.353371
,-48,-56,-71,-71,-22.4726,-19.323771
,-48,-56,-71,-71,-22.5063,-19.325871
,-46,-56,-72,-71,-22.4394,-19.278571
,-48,-56,-73,-71,-22.501,-19.252171
,-47,-56,-75,-71,-22.5699,-19.261771
,-49,-56,-76,-71,-22.4901,-19.214771
,-50,-56,-71,-71,-22.4807,-19.22371
,-50,-56,-71,-71,-22.5188,-19.268371
,-48,-56,-71,-71,-22.6421,-19.306371
,-48,-56,-72,-71,-22.7477,-19.278871
,-48,-56,-73,-71,-22.5754,-19.26471
,-49,-56,-73,-71,-22.7125,-19.182471
,-49,-56,-75,-71,-22.6717,-19.177471
,-49,-56,-78,-71,-22.6163,-19.205771
,-49,-56,-79,-71,-22.6793,-19.212571
,-50,-56,-71,-71,-22.8077,-19.191671
,-48,-56,-71,-71,-22.4999,-19.217271
,-48,-56,-71,-71,-22.3585,-19.284871
,-48,-56,-72,-71,-22.3261,-19.334371
,-48,-56,-74,-71,-22.0506,-19.308271
,-49,-56,-76,-71,-22.5801,-19.361571
,-50,-56,-77,-71,-22.4484,-19.289671
,-51,-56,-71,-71,-22.6884,-19.419271
,-48,-56,-71,-71,-22.6549,-19.385471
,-48,-56,-72,-71,-22.8131,-19.33971
,-48,-56,-72,-71,-22.7148,-19.342671
,-48,-56,-72,-71,-22.696,-19.362971
,-49,-56,-74,-71,-22.8139,-19.346371
,-49,-56,-76,-71,-22.7895,-19.32971
,-51,-56,-77,-71,-23.1488,-19.327171
,-53,-56,-72,-71,-23.3725,-19.250371
,-49,-56,-72,-71,-23.3446,-19.243171
,-48,-56,-72,-71,-23.2269,-19.274671
,-49,-56,-73,-71,-23.2851,-19.241771
,-49,-56,-74,-71,-23.3807,-18.78171
,-49,-56,-76,-71,-23.3228,-19.255171
,-50,-56,-76,-71,-23.2428,-19.27771
,-51,-56,-72,-71,-23.3128,-19.261371
,-50,-56,-72,-71,-23.229,-19.27971
,-48,-56,-72,-71,-23.1712,-19.332771
,-48,-56,-72,-71,-23.2292,-19.333271
,-49,-56,-73,-71,-23.1952,-19.319371
,-49,-56,-74,-71,-23.1572,-19.331471
,-49,-56,-77,-71,-23.1366,-19.336971
,-50,-56,-77,-71,-23.2221,-19.317471
,-51,-56,-72,-71,-23.2285,-19.286571
,-50,-56,-72,-71,-23.0928,-19.312971
,-47,-56,-71,-71,-22.417,-19.375971
,-48,-56,-71,-71,-22.7307,-19.293771
,-48,-56,-73,-71,-22.9144,-19.129371
,-49,-56,-75,-71,-22.7989,-19.23471
,-49,-56,-77,-71,-23.1247,-19.263971
,-50,-56,-77,-71,-22.9347,-19.24671
,-48,-56,-70,-71,-22.804,-19.355371
,-48,-56,-68,-71,-22.926,-19.266171
,-48,-56,-72,-71,-22.8902,-19.244471
,-48,-56,-72,-71,-22.8419,-19.284571
,-48,-56,-73,-71,-22.8915,-19.278571
,-49,-56,-75,-71,-22.9774,-19.197271
,-49,-56,-75,-71,-22.8762,-19.240671
,-51,-56,-72,-71,-22.9492,-19.242971
,-50,-56,-72,-71,-22.9602,-19.208171
,-48,-56,-71,-71,-22.9217,-19.256471
,-48,-56,-72,-71,-22.7963,-19.268871
,-48,-56,-73,-71,-23.067,-19.213871
,-49,-56,-74,-71,-23.252,-19.314271
,-50,-56,-76,-71,-23.3,-19.125671
,-50,-56,-79,-71,-23.1938,-19.050171
,-51,-56,-79,-71,-23.1181,-19.043371
,-49,-56,-71,-71,-23.1344,-19.043371
,-48,-56,-72,-71,-23.153,-19.020871
,-48,-56,-72,-71,-23.0983,-19.053771
,-49,-56,-73,-71,-23.167,-19.029871
,-49,-56,-74,-71,-23.1307,-19.071371
,-49,-56,-74,-71,-23.2119,-19.067971
,-50,-56,-72,-71,-23.2966,-19.065471
,-52,-56,-72,-71,-23.2134,-19.064671
,-49,-56,-72,-71,-23.2395,-19.055571
,-48,-56,-72,-71,-23.2038,-19.037471
,-48,-56,-72,-71,-23.1467,-19.051971
,-49,-56,-73,-71,-23.2069,-19.047171
,-50,-56,-74,-71,-23.0756,-19.027271
,-49,-56,-76,-71,-23.0252,-19.021371
,-50,-56,-77,-71,-23.1475,-19.024671
,-52,-56,-72,-71,-23.1521,-19.031271
,-50,-56,-72,-71,-23.1403,-19.046971
